text,label,notes,source_url
How to stop relying on AI when writing code? Currently I can't write any lines of codes without the assistant of AI but how do I learn to write all by myself while using official documentation if needed? I currently also struggle with reading docs and sometimes go back to asking AI again to copy paste. What should I do?,diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79964882/how-to-stop-relying-on-ai-when-writing-code
"Get the host scheme and domain using Flask I have a certain use case where a Flask app is not configured with SERVER_NAME and it resides in a subpath (say, http://example.com/subpath/subpath2), and, from within a request context, I need to extract just the http://example.com. I noticed that, without SERVER_NAME being set in the Flask config, `url_for` with `_external=True` is still able to retrieve the full URL including the domain on which the Flask app is being served. So I figured there must be a way that Flask (or Werkzeug) retrieves the domain. I dug around inside the `url_for` function and what resulted was this function which I made to get the domain from within a request context. ` `from flask.globals import _request_ctx_stack def get_domain(): fragments = [ _request_ctx_stack.top.url_adapter.url_scheme, _request_ctx_stack.top.url_adapter.get_host(''), ] return '://'.join(fragments) ` ` I realise I'm accessing private members, but there is no other obvious way to do it that I could find. Is this the correct way to do it?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/51039214/get-the-host-scheme-and-domain-using-flask
"Python pandas append to concat How can I change my old code (pandas function append) to pandas concat in two for loops below? ` `for y in range(start_year+1, last_year+1): year = y for i in range(len(population0.index)): new = population.loc[i] new.loc['isum'] = 0 new.loc['year'] = year new.loc[men] = 0 new.loc[women] = 0 population = population.append(new, ignore_index=True) ` `",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79964874/python-pandas-append-to-concat
"How do you get the username of a roblox account using Python Requests? I am making a bot that extracts every username of the first 600,000,000 accounts on the platform Roblox, and loads it into a list. I am using requests to get to the account page, but I can't find out how to extract the username from that page. I have tried using headers and inspect element but they don't work. ` `import requests users = [] for i in range(1, 600000001): r = requests.get(""https://web.roblox.com/users/{i}/profile"".format(i=i)) print(r.status_code) if r.status_code == 404: users.append('Deleted') continue print(r.headers.get('username')) ` `",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/64702056/how-do-you-get-the-username-of-a-roblox-account-using-python-requests
"Flask --app app run from_envvar gets the root_path appended to env var I have a problem with Flasks `app.config.from_envvar()` function. Everytime I set a variable like this ` `set MOVIEDB_SETTINGS='C:\tmp\settings.py' ` ` Flask get the error: ` `OSError: [Errno 22] Unable to load configuration file (Invalid argument): ""C:\\Users\\MaxHo\\projects\\movies\\moviedb\\'C:\\tmp\\settings.py'"" ` ` As I can see, the path `C:\\Users\\MaxHo\\projects\\movies\\moviedb\\` gets prependend to my actual path I want. Why is that so, is there something wrong with my `.venv` enviornment? Full code to load configuration: ` `from flask import Flask from moviedb.login import login_manager from moviedb.shared.models import db from moviedb import auth, movie, download from moviedb import error_handlers def create_app(): app = Flask(__name__) if app.config['DEBUG']: app.config.from_object('moviedb.default_settings') else: app.config.from_envvar('MOVIEDB_SETTINGS', silent=True) print(app.config) app.register_error_handler(404, error_handlers.page_not_found) app.register_error_handler(405, error_handlers.method_not_allowed) app.register_error_handler(413, error_handlers.request_entity_too_large) login_m...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79964913/flask-app-app-run-from-envvar-gets-the-root-path-appended-to-env-var
"best data architecture to scale Python We want to keep our ETL transformations in Python, but we are starting to hit memory limits as our data grows. What would be the best low-cost architecture to scale Python ETLs without rewriting everything in SQL? Databricks is not an option because it is too expensive for our company. Our largest table has around 2 million rows. Would using Amazon S3 and storing the data in Parquet format help reduce memory usage during ETL processing? If so, how would you recommend structuring the architecture?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963656/best-data-architecture-to-scale-python
"OSError - Errno 13 Permission denied I am trying to upload image through admin page, but it keeps saying: ` `[Errno 13] Permission denied: '/path/to/my/site/media/userfolder/2014/05/26' ` ` the folders `userfolder/2014/05/26` are created dynamically while uploading. In Traceback, i found that the error is occuring during this command: In /usr/lib64/python2.6/os.py Line 157. while calling ` `mkdir(name, mode) ` ` meaning, it cannot create any folder as it doesnot have the permission to do this I have OpenSuse as OS in Server. In httpd.conf, i have this: ` `<Directory /path/to/my/site/media> Order allow,deny Allow from all </Directory> ` ` Do I have to chmod or chown something?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/23870808/oserror-errno-13-permission-denied
"Is getting the general structure of code from AI cheating? So I'm currently learning to code, and I've been coding since about one year now. I'm also doing the neetcode 150 and since neetcode recommended to revise the problems I thought I should make a neetcodeTracker that tells me how when to revise which problems. But I wasn't sure how to make it clean and structured, so I asked gemini to generate me the general structure and this is what it generated (ignore the german comments, they just say what to write in the methods). Now my question is, if that is cheating? The code itself was then written by myself and I'm not always going to let the structure be generated, just so often that I understand how to make the structure myself. EDIT: So there are a few misunderstandings, so I'll clear it up. The neetcode tool was only an example. I'm not cheating on neetcode, I just wanted to have a tool that tells me when to revise problems. Since I haven't been coding for too long, I wasn't sure how to make it clean. That's what I asked AI. I only let it make the general structure, the architecture. It gave me the code you see below and from that point on I made everything myself. I just w...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963506/is-getting-the-general-structure-of-code-from-ai-cheating
"I need some tool to deobfuscate code in python I am studying about deobfuscator. This obfuscation is so hard. I dumped the code to find the real code but i have trouble with anti-deobfuscation. They choke the RAM of anyone that tries to modify the files, system debugging tools hide errors from views, preventing the actual code from being displayed and I can not insert anything because the code has exactly 6 lines. How can i bypass these anti-deobfuscation methods?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79964761/i-need-some-tool-to-deobfuscate-code-in-python
"How to fix this python code to count duplicate sample in the images? I want to count samples in the image and measure the length of each sample as I show below. But I am facing a big problem that when sample is overlapping it cannot make an accurate count, for example sample count should actually be 2 but its overlapped so the result goes to 4. What should I do? Or can someone please fix my code? Here is my code: ` `import cv2 import numpy as np import matplotlib.pyplot as plt # === Load and preprocess image === image = cv2.imread('GF sample/4.jpg') # ⬅️ Load input image gray = cv2.cvtColor(image, cv2.COLOR_BGR2GRAY) # Convert to grayscale blur = cv2.GaussianBlur(gray, (11, 11), 0) # Apply Gaussian blur to reduce noise canny = cv2.Canny(blur, 10, 150, 3) # Edge detection using Canny dilated = cv2.dilate(canny, (1, 1), iterations=0) # Slightly enhance edges # === Image dimensions === height, width = gray.shape # === Find external contours === cnts, hierarchy = cv2.findContours( dilated.copy(), cv2.RETR_EXTERNAL, cv2.CHAIN_APPROX_NONE) # === Calibration (based on your scale) MICRONS_PER_PIXEL = 1.585 # ⬅️ Adjust based on scale bar (1000 µm = 631 px) # === Filtering thresholds MIN_...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79795601/how-to-fix-this-python-code-to-count-duplicate-sample-in-the-images
"How to install GDAL in Ubuntu? I've got Ubuntu 17.04 version installed and I want to install GDAL. I have tried several ways to install it, but always I've got an error. I have installed Python 2.7 and Python 3.6 but I want to do the install for Python 2.7 I have tried to do the installation following these steps: ` `sudo apt-get install libgdal-dev export CPLUS_INCLUDE_PATH=/usr/include/gdal export C_INCLUDE_PATH=/usr/include/gdal pip install GDAL ` ` And I've got this error: ` `Collecting GDAL Using cached GDAL-2.2.3.tar.gz Installing collected packages: GDAL Running setup.py install for GDAL ... error Complete output from command /usr/bin/python3.6 -u -c ""import setuptools, tokenize;__file__='/tmp/pip-build-iebgcn_u/GDAL/setup.py';f=getattr(tokenize, 'open', open)(__file__);code=f.read().replace('\r\n', '\n');f.close();exec(compile(code, __file__, 'exec'))"" install --record /tmp/pip-x3vhb2t4-record/install-record.txt --single-version-externally-managed --compile: running install running build running build_py creating build creating build/lib.linux-x86_64-3.6 copying gdal.py -> build/lib.linux-x86_64-3.6 copying ogr.py -> build/lib.linux-x86_64-3.6 copying osr.py -> build/lib...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/48872120/how-to-install-gdal-in-ubuntu
"Adding curved lines with arrowsheads I create a plotly with curved lines. I managed to add them using shapes and bezier curves. The arrow should ""nicely"" be in the direction of the bezier-curve at its end. Here is a full working example, including a naive way to add the arrow: ` `import plotly.graph_objects as go import numpy as np fig = go.Figure() u1 = (1, 1) u2 = (5, 2) q = (2.5, 3.5) # bezier curve fig.add_shape( type=""path"", #path=f""M 4,4 Q 50,150 100,100"", path=f""M {u1[0]},{u1[1]} Q {q[0]},{q[1]} {u2[0]},{u2[1]}"", line = dict( color=""red"", width=2 ) ) # 'arrow' # Naive computation of the arrow and its direction using the vector # u of the direct line between u1 and u2. # Ideally the direction of u should be used of the tangent of the bezier-curve # at point u2. u = np.subtract(u2, u1) un = u / np.linalg.norm(u) v = np.asarray((-1 * u[1], u[0])) vn = v / np.linalg.norm(v) a0 = u2 - 0.5 * un a1 = a0 + 0.2 * vn a2 = a0 - 0.2 * vn fig.add_shape( type=""path"", #path=f""M 4,4 Q 50,150 100,100"", path=f""M {u2[0]},{u2[1]} L {a1[0]},{a1[1]} L {a2[0]},{a2[1]} L {u2[0]},{u2[1]}"", # fillcolor='green', line = dict( color=""green"", width=2, ) ) ` ` This results in the following image: The a...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963425/adding-curved-lines-with-arrowsheads
"How can i handle file too large exception inside a view with Flask? I want to catch the RequestEntityTooLarge inside my view, but instead my custom error handler is called. My ""movie.py"" has a route to create a new movie entry. ` `from flask import ( Blueprint, render_template, request, flash, redirect, url_for, current_app ) from datetime import datetime from flask_login import login_required from moviedb.shared.models import db from moviedb.movies.models import Movie from sqlalchemy.exc import IntegrityError from moviedb.shared.utils import upload_file, delete_old_file from werkzeug.exceptions import RequestEntityTooLarge bp = Blueprint('movie', __name__) @bp.route('/create', methods=('GET', 'POST')) @login_required def create(): if request.method == 'POST': request.max_content_length = current_app.config['MAX_UPLOAD_SIZE'] title = request.form['title'] subtitle = request.form['subtitle'] description = request.form['description'] author = request.form['author'] release = request.form['release'] error = None new_filename = None if not title: error = {'movie_create_invalid_title' : 'Title is required.' } if not subtitle: error = {'movie_create_invalid_subtitle': 'Subtitle is req...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79962794/how-can-i-handle-file-too-large-exception-inside-a-view-with-flask
"How can I record system audio (the output from the speaker)? I tried PyAudio, and when I used it and another fork, the system audio was mixed with microphone audio. Is there another module for this? ` `import pyaudio import wave CHUNK = 1024 FORMAT = pyaudio.paInt16 CHANNELS = 2 RATE = 44100 RECORD_SECONDS = 5 WAVE_OUTPUT_FILENAME = ""output.wav"" p = pyaudio.PyAudio() SPEAKERS = p.get_default_output_device_info()[""hostApi""] # The modified part stream = p.open(format=FORMAT, channels=CHANNELS, rate=RATE, input=True, frames_per_buffer=CHUNK, input_host_api_specific_stream_info=SPEAKERS, as_loopback = True) # The part I have modified print(""* recording"") frames = [] for i in range(0, int(RATE / CHUNK * RECORD_SECONDS) + 1): data = stream.read(CHUNK) frames.append(data) print(""* done recording"") stream.stop_stream() stream.close() p.terminate() wf = wave.open(WAVE_OUTPUT_FILENAME, 'wb') wf.setnchannels(CHANNELS) wf.setsampwidth(p.get_sample_size(FORMAT)) wf.setframerate(RATE) wf.writeframes(b''.join(frames)) wf.close() ` ` This code was taken from Stack Overflow. It records the speaker output, but the output is mixed with the microphone input.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/55143976/how-can-i-record-system-audio-the-output-from-the-speaker
"Colab RAM is Almost Full After Training Although I Delete The Variables recently I am using Google Colab GPU for training a model. after the training, I delete the large variables that I have used for the training, but I notice that the ram is still full. I wonder what is really happening and what is exactly in the ram and how can I free up the ram without restarting?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/61430162/colab-ram-is-almost-full-after-training-although-i-delete-the-variables
"Using Python to calculate pKa from titration curve for diprotic acid The Issue I would like to calculate the pKa of an acid from titration data. In order to do this, I would like to use nonlinear regression to fit the titration curve, so that I can use the equation of the curve to calculate the pKa. I am having difficulty figuring out which equation will fit this curve. Attempt at a Solution ` `import seaborn as sns import matplotlib.pyplot as plt import pandas as pd import scipy import numpy as np # The Data x_list = [0.0, 20.0, 40.0, 60.0, 80.0, 100.0, 120.0, 140.0, 160.0, 180.0, 200.0, 220.0, 230.0, 240.0, 250.0, 260.0, 270.0, 275.0, 280.0, 285.0, 290.0, 295.0, 300.0, 305.0, 310.0, 315.0, 320.0, 325.0, 330.0, 332.5, 335.0, 337.5, 340.0, 342.5, 347.5, 352.5, 357.5, 362.5, 367.5, 377.5, 387.5, 397.5, 407.5, 417.5, 427.5, 437.5, 447.5, 457.5, 467.5, 477.5, 487.5, 497.5, 507.5, 517.5, 527.5, 537.5, 547.5, 557.5, 567.5, 577.5, 587.5, 597.5, 607.5, 617.5, 627.5, 637.5, 647.5, 657.5, 667.5, 677.5, 687.5, 697.5, 707.5, 717.5, 727.5, 737.5, 747.5, 757.5, 767.5, 787.5, 807.5, 827.5, 847.5, 867.5] y_list = [2.22, 2.25, 2.28, 2.31, 2.34, 2.38, 2.42, 2.46, 2.51, 2.56, 2.62, 2.69, 2.73, 2....",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/78915512/using-python-to-calculate-pka-from-titration-curve-for-diprotic-acid
"Element in BoxLayout kivy I'm new in kivy and want to create a small app. Which will show different text (loaded from the database). I tried to make a `BoxLayout` , but it is very difficult, especially since I then have to access the id in this element. I think I took a little wrong turn. py code ` `import kivy from kivy.uix.label import Label from kivy.app import App from kivy.uix.boxlayout import BoxLayout class Container(BoxLayout): def __init__(self, **kwargs): super(Container, self).__init__(**kwargs) w=BoxLayout() self.ids.tr.add_widget(w) class MyApp(App): def build(self): return Container() if __name__ == '__main__': MyApp().run() ` ` kv code ` `<container>: orientation:""vertical"" Label: text: ""Plan"" BoxLayout: id:tr Label id: id1 text: ""text1"" Label: id: id2 text: ""text2"" Label: id: id3 text: ""text3"" ` ` I would like something like this: [] 1",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/78438965/element-in-boxlayout-kivy
"SVG -> Google Drawing I want to create SVG drawings for Google Drawings using Python, generating them in the browser and then uploading them into Google Docs. I see the Google Docs List API (3.0) supports importing files and then uploading them into entries with the ResumableUploader, but I was thinking of creating images in the browser with the svg-edit library. Does anyone know how to upload SVG drawings to google docs directly from the browser to Google Docs? Thanks in advance!",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/9244470/svg-google-drawing
"ModuleNotFoundError: No module named 'requests' error comes when running program i am using `pandas` module in Python but it shows me ""no module named 'requests'"". Why? I check using `pip install request` command to install but it doesn't work. Has anyone got this problem? This is the code where I got the error. ` `import pandas as pd import requests # Sondem data data = { 'Name': ['Alice', 'Bob', 'Charlie'], 'Age': [25, 30, 35] } df = pd.DataFrame(data) ` `",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79964751/modulenotfounderror-no-module-named-requests-error-comes-when-running-program
"How can I retrieve all works associated with a specific ORCID using the OpenAlex API? I am trying to retrieve all publications associated with a researcher identified by an ORCID. For example, if I have an ORCID such as: 0000-0000-0000-0000 How can I use the OpenAlex API to: Find the corresponding author record. Retrieve all works associated with that author. Handle pagination if there are many results. A Python example would be appreciated.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963586/how-can-i-retrieve-all-works-associated-with-a-specific-orcid-using-the-openalex
"DLL load failed while importing QtWebEngineWidgets error in PyQt6 I got this error: ` `Traceback (most recent call last): File ""c:\pythoncodes\DGA\Article1\from PyQt6.py"", line 1, in <module> from PyQt6.QtWebEngineWidgets import QWebEngineView ImportError: DLL load failed while importing QtWebEngineWidgets: The specified procedure could ` ` when running this code: ` `from PyQt6.QtWebEngineWidgets import QWebEngineView ` ` How can I solve this? I should use PyQt6 in this code.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/76733390/dll-load-failed-while-importing-qtwebenginewidgets-error-in-pyqt6
"Simpel Tabl Unld in Native Python Advantages: partitions are roughly equal in number of rows, independent of data distribution, no need for PK. Disadvantage: NTILE sorting over ROWID might require a full table scan and sort in temp space, but it's a single pass and can be parallelized with Oracle parallel hint. Actually, we can add `/*+ PARALLEL(t, 4) */` hint to speed up the scan. Also, Oracle can optimize NTILE with ROWID, but it still might require sort. That could be a bottleneck for very large tables. Alternative: Use ROWID ranges by block number using DBMS_ROWID functions. Suggest performance ` ` #!/usr/bin/env python3 """""" High-Performance Oracle Table Unloader (CSV) Unloads a huge table with maximum throughput: - Parallel workers using NTILE(ROWID) partitioning (no primary key needed) - Large arraysize + prefetch to minimise network round trips - Buffered CSV writing - Thin mode (no Oracle client libraries) """""" import argparse import csv import logging import os import sys import time from concurrent.futures import ThreadPoolExecutor, as_completed import oracledb # --------------------------------------------------------------------------- # Logging # --------------------...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963508/simpel-tabl-unld-in-native-python
"VBA Macro migration tool into Python I want to migrate my VBA macros into Python, so please let me know if there are any free or paid tools available for this. Currently, I have around 40 macros running; some were developed by me, while others were developed by different team members. However, I need to migrate all of them into Python for Excel automation. Please help me identify if there is any tool available where I can directly provide the `.xlsm` macro file along with the related files and get the corresponding Python `.py` script generated automatically.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79937938/vba-macro-migration-tool-into-python
"How to update dynamic user embeddings with negative ratings in 768-d space without causing vector drift? I am building a production-grade recommendation system for a short-video platform (processing around 50k videos). The architecture utilizes a vector database (Qdrant) to store and query 768-dimensional video embeddings generated by a VideoCLIP model. To track user preferences in real-time, I implement an online learning mechanism that updates a single `user_vector` iteratively after each interaction based on a computed `rating` (bounded between `[-1.0, 1.0]` via `tanh` ). The Goal & The Problem I want my system to actively update the user vector on both positive and negative signals. Initially, I tried a standard linear combination: ` `updated_vector = (alpha * u) + (beta * v * rating) ` ` Where `u` is the current user vector, `v` is the video vector, `alpha` is the decay, and `beta` is the learning rate. However, when a user gives a negative rating (e.g., `-0.8` ), multiplying the VideoCLIP embedding by a negative scalar flips its direction entirely. In a 768-d multimodal space, adding this inverted vector creates massive noise across unrelated dimensions, causing aggressive...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963197/how-to-update-dynamic-user-embeddings-with-negative-ratings-in-768-d-space-witho
